subject_id,condition,goal_percent,ap_braking_impulse_nbw_s_mean,ap_propulsive_impulse_nbw_s_mean,ap_net_impulse_nbw_s_mean,vertical_impulse_stance_nbw_s_mean,ml_outward_impulse_nbw_s_mean,vertical_avg_loading_rate_nbw_s_mean,vertical_peak_loading_rate_nbw_s_mean,ap_braking_development_rate_nbw_s_mean,ap_propulsion_development_rate_nbw_s_mean
21,MTR60,60,0.0358654268749839,0.0284446814806548,-0.00722485094040945,0.5436782025001039,0.024880978023411902,14.936092077072454,39.54910587151281,2.7512632885329147,0.9890736771148574
21,MTR80,80,0.0328474841989698,0.026103196075393402,-0.0067524709969572,0.5018084588215381,0.022598660957058397,10.887362378462807,40.817208125619054,2.78085884598035,1.015600861963502
22,Baseline,0,0.0305950870912921,0.03220444757526285,0.00158532602484,0.6477803423797301,0.0336008300473397,6.31985704114182,14.427494993429452,1.5797403762962545,0.7031397455237387
22,MTR20,20,0.035045740926125904,0.0318820078273226,-0.0032420548725476,0.6064781765909382,0.032941424979033795,10.478104226198388,22.227604018641095,2.0419196690380588,0.8904362848657985
22,MTR40,40,0.0369059576976129,0.03328643920794465,-0.0035722051356021998,0.586899225654057,0.03132390864946585,10.99152801985208,23.744944018101247,2.226943499854972,1.0697815343692094
22,MTR60,60,0.03496198734532525,0.03309058219182065,-0.001813989711651501,0.5522178403741826,0.0272159466717754,12.99943146912053,28.568388140540446,2.5493426654510336,1.1080832723289893
22,MTR80,80,0.0358229004622461,0.03353964854869785,-0.002291759060595501,0.545187202636741,0.0272500905487255,13.555266622859198,32.47060625707815,2.724105875854808,1.0564373071863022
23,Baseline,0,0.02158857399362775,0.03492429445955865,0.0119418649301637,0.6479984497596152,0.0291774381912612,4.1793610026123815,10.574887876194515,0.692835737200121,0.43739283059254863
23,MTR20,20,0.025702699142991697,0.05299279000043995,0.0269342425439682,0.6714580554845785,0.033878549170835145,6.048127717923228,21.481079356774938,1.4735582258867392,0.579713404737412
23,MTR40,40,0.03854117513830365,0.04497756495793065,0.0058697075607470495,0.6585510505517634,0.0334260629289667,7.528695765057985,23.0599903527349,1.8688004541177077,0.8522507114228812
23,MTR60,60,0.03422075337011335,0.0424796229879747,0.00870594794554555,0.6167505244453855,0.030920104662082247,6.545506850380295,15.47355610930844,1.6761879147376169,0.7514760294329366
23,MTR80,80,0.03424026938426405,0.06034772604581345,0.02550391034919665,0.6424905800215799,0.035101237511934155,7.355704284358676,24.506166748981396,2.0124786862056343,0.8411489550763518
24,Baseline,0,0.0285691575882656,0.0370664751686806,0.00845247334708315,0.6421260276996195,0.051396901521474955,4.224079554098622,11.263102048232913,0.8425651343758496,0.5431424427832405
24,MTR20,20,0.034132176124674146,0.0327327523946421,-0.0014242003016588004,0.6318099791536154,0.058132402057833904,6.923427717936361,20.388551624493186,1.665496578528644,0.648339104126427
24,MTR40,40,0.03783289815073185,0.03686565161935815,-0.0010517128151489,0.6092103101405579,0.05921558064701065,6.902128964403511,20.125378754230724,1.6422789936779623,0.8952891245157286
24,MTR60,60,0.04736337921691855,0.0456320136016509,-0.0017503143152066498,0.6136154177236768,0.058580298576350553,8.252306555602848,22.11719349555611,1.9060988095316094,1.2806607154381533
24,MTR80,80,0.050167996122543496,0.0480132494833743,-0.0018970593703920998,0.6124460028698796,0.058953664733209746,8.351783752319632,21.2767954495201,1.9752748394035422,1.5099379235275419
