subject_id,condition,goal_percent,phase,phase_label,component,component_label,mean_force,impulse,peak_positive,peak_negative,Speed,goal_scaled_20
3,MTR60,60,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,1.0202182937052109,0.1469599640553071,1.3507176213721968,0.0337641631969966,1.65,3.0
3,MTR60,60,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0468069086825917,-0.0086131832261195,0.0179693979802642,-0.1676091000600172,1.65,3.0
3,MTR60,60,midstance,Midstance,ml_outward,ML outward,0.0944073488128318,0.0178166937346288,0.1385845078044526,0.0743706977830545,1.65,3.0
3,MTR60,60,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.8732487662050408,0.1645414729234058,1.1340401955429418,0.7638323907428691,1.65,3.0
3,MTR60,60,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.0993554377597271,0.0136279688917324,0.2587215300053216,0.000853278395353,1.65,3.0
3,MTR60,60,pre_swing,Pre-swing,ml_outward,ML outward,0.01835412544021,0.0024594565522613,0.0586822986374439,-0.0005144699142594,1.65,3.0
3,MTR60,60,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.3359241226542925,0.0452073207904109,1.0331599770262136,0.0030995445203774,1.65,3.0
3,MTR60,60,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1229213943751461,0.0170973752668149,0.2422636176866837,0.0259031602047088,1.65,3.0
3,MTR60,60,terminal_stance,Terminal stance,ml_outward,ML outward,0.0692548142836222,0.0097205789903345,0.0738675940130549,0.0597075334233667,1.65,3.0
3,MTR60,60,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,1.0857450480539843,0.1528023125689148,1.1926979197454828,0.9131684965510144,1.65,3.0
3,MTR80,80,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.2632294382096924,-0.0382981642284166,-0.0229763379526668,-0.3806407026683726,1.8,4.0
3,MTR80,80,loading_response,Loading response,ml_outward,ML outward,0.0571998022021958,0.0078469167101602,0.1492798858084353,-0.0110117016024422,1.8,4.0
3,MTR80,80,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,1.1391298588537486,0.1644311250630537,1.423233305539242,0.03380603077282,1.8,4.0
3,MTR80,80,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0325349943475491,-0.0057998806642416,0.0386533513513465,-0.1800769924049761,1.8,4.0
3,MTR80,80,midstance,Midstance,ml_outward,ML outward,0.0928735375522185,0.0175569165421759,0.1312925974902472,0.0722655961633002,1.8,4.0
3,MTR80,80,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.7805259358992024,0.1461692312143189,1.19359549182741,0.6032587629411197,1.8,4.0
3,MTR80,80,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.0997243118592522,0.0134428035883843,0.3031963420981817,-2.770399747759365e-05,1.8,4.0
3,MTR80,80,pre_swing,Pre-swing,ml_outward,ML outward,0.0166449737203031,0.0021907279599288,0.0612512428084721,-0.0012527036988647,1.8,4.0
3,MTR80,80,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.3042732337917111,0.0405968827408582,1.008103575156838,0.0007168904228472,1.8,4.0
3,MTR80,80,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1632274196816215,0.0227564385674031,0.2978610298390937,0.0476738471289301,1.8,4.0
3,MTR80,80,terminal_stance,Terminal stance,ml_outward,ML outward,0.0693242319542213,0.0097227695620502,0.0759730882160424,0.0616050224979427,1.8,4.0
3,MTR80,80,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,1.0757620816882756,0.1517440119156421,1.212095741344942,0.8333992792564562,1.8,4.0
4,Baseline,0,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.0883460242464134,-0.0124095035137294,0.0606195574592467,-0.1824600055391731,1.2,0.0
4,Baseline,0,loading_response,Loading response,ml_outward,ML outward,0.0243361086491977,0.0033346572419649,0.0668281470672718,-0.0228765076517916,1.2,0.0
